round,item_id,category,priority,evidence_strength,product_name_zh,product_name_ko,brand,item_type,korea_buy_locations,korea_price_krw_observed_or_range,taiwan_availability,why_buy_tw_consumer,risks,bringback_status,korea_source_url,taiwan_source_url,blockers
第二輪,KCAT-NOLITTER-011,飲水,A｜優先買,medium,PETKIT Solo 2 智慧低噪飲水機,펫킷 솔로2 스마트펫 앱연동정수기,PETKIT,飲水機,PETKIT Korea / Coupang / Naver Shopping,"約49,000–89,000 KRW",台灣常見,比大型機輕；可補濾芯,電子/APP/保固；泵浦噪音與清洗頻率,可攜回電子品；濾芯型號別買錯,https://search.naver.com/search.naver?where=nexearch&query=%EC%A0%80%EC%86%8C%EC%9D%8C%20%EA%B3%A0%EC%96%91%EC%9D%B4%20%EC%A0%95%EC%88%98%EA%B8%B0%20%ED%8E%AB%ED%82%B7%20%EC%86%94%EB%A1%9C2%20%EC%8A%A4%EB%A7%88%ED%8A%B8%ED%8E%AB%20%EC%95%B1%EC%97%B0%EB%8F%99%EC%A0%95%EC%88%98%EA%B8%B0,https://www.google.com/search?q=PETKIT%20Solo%202%20%E5%8F%B0%E7%81%A3,原清單ID：KCAT100-019
第二輪,KCAT-NOLITTER-012,飲水,B｜可順手買,medium,小米 Smart Pet Fountain 智慧寵物飲水機,샤오미 스마트 펫 급수기 고양이,Xiaomi,飲水機,Coupang / Naver Shopping / 小米韓國通路,"約59,000–99,000 KRW",台灣小米/電商可見,韓國促銷便宜可買；耗材相對好找,插頭/電壓、APP區域、保固,可攜回電子品；台灣同價則不必背,https://search.naver.com/search.naver?where=nexearch&query=%EC%83%A4%EC%98%A4%EB%AF%B8%20%EC%8A%A4%EB%A7%88%ED%8A%B8%20%ED%8E%AB%20%EA%B8%89%EC%88%98%EA%B8%B0%20%EA%B3%A0%EC%96%91%EC%9D%B4,https://www.google.com/search?q=%E5%B0%8F%E7%B1%B3%20%E5%AF%B5%E7%89%A9%E9%A3%B2%E6%B0%B4%E6%A9%9F%20%E5%8F%B0%E7%81%A3,原清單ID：KCAT100-020
第二輪,KCAT-NOLITTER-013,餵食,A｜優先買,medium,PETKIT Fresh Element Mini 智慧餵食器,펫킷 프레시 엘리먼트 미니 자동급식기 고양이,PETKIT,自動餵食器,PETKIT Korea / Coupang / Naver Shopping,"約89,000–159,000 KRW",台灣有類似/代理,乾糧定時定量；韓國促銷價差可能大,APP區域/斷電備援；只適合乾糧，不裝食物過海關,可攜回電子品；體積較大,https://search.naver.com/search.naver?where=nexearch&query=%ED%8E%AB%ED%82%B7%20%ED%94%84%EB%A0%88%EC%8B%9C%20%EC%97%98%EB%A6%AC%EB%A8%BC%ED%8A%B8%20%EB%AF%B8%EB%8B%88%20%EC%9E%90%EB%8F%99%EA%B8%89%EC%8B%9D%EA%B8%B0%20%EA%B3%A0%EC%96%91%EC%9D%B4,https://www.google.com/search?q=PETKIT%20Fresh%20Element%20Mini%20%E5%8F%B0%E7%81%A3,原清單ID：KCAT100-021
第二輪,KCAT-NOLITTER-014,餵食,B｜可順手買,medium,Petree 智慧自動餵食器 4L/5L,PETREE 고양이 자동급식기,Petree,自動餵食器,Coupang / Naver Shopping / Gmarket,"約42,900–108,000 KRW",台灣較少或平輸,PETKIT 替代；可找低價帶攝影機/定時款,攝影機隱私、APP、保固；行李防撞,可攜回電子品；確認海外 APP 可用,https://search.naver.com/search.naver?where=nexearch&query=Petree%20%EA%B3%A0%EC%96%91%EC%9D%B4%20%EC%9E%90%EB%8F%99%EA%B8%89%EC%8B%9D%EA%B8%B0,https://www.google.com/search?q=Petree%20%E8%87%AA%E5%8B%95%E9%A4%B5%E9%A3%9F%E5%99%A8%20%E5%8F%B0%E7%81%A3,原清單ID：KCAT100-022
第二輪,KCAT-NOLITTER-015,餵食,B｜可順手買,medium,pidan 傾斜陶瓷貓碗/碗架,pidan 고양이 식기,pidan,食碗,Coupang / Naver Shopping / 韓國寵物店,"約13,000–35,000 KRW",台灣有蝦皮/momo平輸,非電子非食物；韓國特價可買,陶瓷/玻璃易碎；確認無木製/植物材配件,可攜回候選：非食品、非動物來源、非植物材料；仍需遵守航空/海關規定,https://search.naver.com/search.naver?where=nexearch&query=pidan%20%EA%B3%A0%EC%96%91%EC%9D%B4%20%EC%8B%9D%EA%B8%B0,https://www.google.com/search?q=pidan%20%E8%B2%93%E7%A2%97%20%E5%8F%B0%E7%81%A3,原清單ID：KCAT100-023
第二輪,KCAT-NOLITTER-016,餵食,B｜可順手買,medium,Catit Senses 2.0 Digger 慢食/覓食器,캣잇 센스 2.0 디거 고양이 급식기,Catit,慢食器/益智餵食,Coupang / Naver Shopping / Pet Friends,"約19,000–35,000 KRW",台灣有進口,非食物且可提升覓食；比大電器好帶,塑膠刮傷需清洗；急性子貓可能硬咬,可攜回候選：非食品、非動物來源、非植物材料；仍需遵守航空/海關規定,https://search.naver.com/search.naver?where=nexearch&query=%EC%BA%A3%EC%9E%87%20%EC%84%BC%EC%8A%A4%202.0%20%EB%94%94%EA%B1%B0%20%EA%B3%A0%EC%96%91%EC%9D%B4%20%EA%B8%89%EC%8B%9D%EA%B8%B0,https://www.google.com/search?q=Catit%20Digger%20%E5%8F%B0%E7%81%A3,原清單ID：KCAT100-024
第二輪,KCAT-NOLITTER-017,旅行,B｜可順手買,medium,pidan 太空艙/便攜寵物背包,pidan 고양이 이동장,pidan,外出包/移動籠,Coupang / Naver Shopping,"約38,000–139,000 KRW",台灣有平輸,設計感強，短程看診/拍照,夏天悶熱、承重、航空尺寸需確認,可攜回候選：非食品、非動物來源、非植物材料；仍需遵守航空/海關規定,https://search.naver.com/search.naver?where=nexearch&query=pidan%20%EA%B3%A0%EC%96%91%EC%9D%B4%20%EC%9D%B4%EB%8F%99%EC%9E%A5,https://www.google.com/search?q=pidan%20%E8%B2%93%20%E5%A4%96%E5%87%BA%E5%8C%85%20%E5%8F%B0%E7%81%A3,原清單ID：KCAT100-025
第二輪,KCAT-NOLITTER-018,旅行,B｜可順手買,weak,M-PETS 貓用折疊矽膠旅行碗,엠펫츠 고양이 휴대용 실리콘 식기,M-PETS,旅行碗,Molly’s/SSG / Coupang / Naver,"約5,000–15,000 KRW",台灣可找同類,便宜輕巧，臨時餵水好用,矽膠異味需清洗；價差有限,可攜回候選：非食品、非動物來源、非植物材料；仍需遵守航空/海關規定,https://search.naver.com/search.naver?where=nexearch&query=%EC%97%A0%ED%8E%AB%EC%B8%A0%20%EA%B3%A0%EC%96%91%EC%9D%B4%20%ED%9C%B4%EB%8C%80%EC%9A%A9%20%EC%8B%A4%EB%A6%AC%EC%BD%98%20%EC%8B%9D%EA%B8%B0,https://www.google.com/search?q=M-PETS%20%E7%9F%BD%E8%86%A0%20%E6%97%85%E8%A1%8C%E7%A2%97%20%E5%8F%B0%E7%81%A3,原清單ID：KCAT100-026
第二輪,KCAT-NOLITTER-019,美容,A｜優先買,medium,PETHROOM Healing Brush 貓狗梳/按摩梳,페스룸 힐링 브러쉬 고양이,PETHROOM,梳毛刷,PETHROOM Korea / Coupang / Naver,"約18,000–32,000 KRW",台灣較少/平輸,韓國品牌非液體，短毛貓梳理可買,犬貓共用需貓接受；長毛打結需排梳,可攜回候選：非食品、非動物來源、非植物材料；仍需遵守航空/海關規定,https://search.naver.com/search.naver?where=nexearch&query=%ED%8E%98%EC%8A%A4%EB%A3%B8%20%ED%9E%90%EB%A7%81%20%EB%B8%8C%EB%9F%AC%EC%89%AC%20%EA%B3%A0%EC%96%91%EC%9D%B4,https://www.google.com/search?q=PETHROOM%20%E8%B2%93%20%E6%A2%B3%20%E5%8F%B0%E7%81%A3,原清單ID：KCAT100-027
第二輪,KCAT-NOLITTER-020,美容,B｜可順手買,strong,FURminator 貓用除毛梳 S/L,퍼미네이터 고양이 브러쉬,FURminator,除毛梳,Coupang / Naver Shopping / Pet Friends,"約36,000–44,000 KRW",台灣常見,韓國若低於台灣可買；換毛季實用,刀片型勿過度梳；買貓用尺寸,可攜回；刀片工具建議託運,https://search.naver.com/search.naver?where=nexearch&query=FURminator%20%EA%B3%A0%EC%96%91%EC%9D%B4%20%EB%B8%8C%EB%9F%AC%EC%89%AC,https://www.google.com/search?q=FURminator%20%E8%B2%93%20%E5%8F%B0%E7%81%A3,原清單ID：KCAT100-028
第二輪,KCAT-NOLITTER-021,美容,B｜可順手買,medium,Babion 貓用安全指甲剪,바비온 고양이 발톱깎이,Babion,指甲剪,Coupang / Naver Shopping,"約9,900–19,900 KRW",台灣不一定常見,韓國小工具便宜；補貨用,利器需託運；剪到血線風險,可攜回；利器建議託運,https://search.naver.com/search.naver?where=nexearch&query=%EB%B0%94%EB%B9%84%EC%98%A8%20%EA%B3%A0%EC%96%91%EC%9D%B4%20%EB%B0%9C%ED%86%B1%EA%B9%8E%EC%9D%B4,https://www.google.com/search?q=Babion%20%E8%B2%93%20%E6%8C%87%E7%94%B2%E5%89%AA%20%E5%8F%B0%E7%81%A3,原清單ID：KCAT100-029
第二輪,KCAT-NOLITTER-022,美容,B｜可順手買,medium,Dingdongpet LED 寵物指甲剪,딩동펫 고양이 발톱깎이 LED,Dingdongpet,LED 指甲剪,Coupang / Naver Shopping,"約6,100–21,730 KRW",台灣同類多,LED 款可輔助看血線，小件好帶,鈕扣電池/利器規則；深色甲仍不一定看清,可攜回；含電池與利器需依航空規範,https://search.naver.com/search.naver?where=nexearch&query=%EB%94%A9%EB%8F%99%ED%8E%AB%20%EA%B3%A0%EC%96%91%EC%9D%B4%20%EB%B0%9C%ED%86%B1%EA%B9%8E%EC%9D%B4,https://www.google.com/search?q=Dingdongpet%20%E6%8C%87%E7%94%B2%E5%89%AA%20%E5%8F%B0%E7%81%A3,原清單ID：KCAT100-030
第二輪,KCAT-NOLITTER-023,美容,A｜優先買,medium,PETHROOM 雙頭寵物牙刷（不含牙膏）,페스룸 고양이 칫솔,PETHROOM,牙刷,PETHROOM Korea / Coupang / Naver,"約13,000–22,000 KRW",台灣較少/平輸,只買牙刷，避開牙膏液體/成分風險,需選貓嘴尺寸；刷牙需訓練,可攜回候選：非食品、非動物來源、非植物材料；仍需遵守航空/海關規定,https://search.naver.com/search.naver?where=nexearch&query=%ED%8E%98%EC%8A%A4%EB%A3%B8%20%EA%B3%A0%EC%96%91%EC%9D%B4%20%EC%B9%AB%EC%86%94,https://www.google.com/search?q=PETHROOM%20%E7%89%99%E5%88%B7%20%E5%8F%B0%E7%81%A3,原清單ID：KCAT100-031
第二輪,KCAT-NOLITTER-024,美容,B｜可順手買,weak,Pet Republique 貓用牙刷組,펫리퍼블릭 고양이 칫솔,Pet Republique,牙刷組,Coupang / Naver Shopping,"約8,000–18,000 KRW",台灣較少/可找同類,小件、非液體，適合多貓備品,若套組含牙膏/潔牙液則排除或另受限制,可攜回；確認包裝不含膏/液,https://search.naver.com/search.naver?where=nexearch&query=%ED%8E%AB%EB%A6%AC%ED%8D%BC%EB%B8%94%EB%A6%AD%20%EA%B3%A0%EC%96%91%EC%9D%B4%20%EC%B9%AB%EC%86%94,https://www.google.com/search?q=Pet%20Republique%20%E8%B2%93%20%E7%89%99%E5%88%B7%20%E5%8F%B0%E7%81%A3,原清單ID：KCAT100-032
第二輪,KCAT-NOLITTER-025,健康工具,B｜可順手買,medium,Dingdongpet 寵物/貓體重計,딩동펫 고양이 체중계,Dingdongpet,體重計,Coupang / Naver Shopping,"約25,000–69,000 KRW",台灣有同類,慢性病/減重貓家庭實用,電子品佔行李；電池/保固；非診斷用途,可攜回電子品；台灣同價不必背,https://search.naver.com/search.naver?where=nexearch&query=%EB%94%A9%EB%8F%99%ED%8E%AB%20%EA%B3%A0%EC%96%91%EC%9D%B4%20%EC%B2%B4%EC%A4%91%EA%B3%84,https://www.google.com/search?q=%E8%B2%93%20%E9%AB%94%E9%87%8D%E8%A8%88%20%E5%8F%B0%E7%81%A3,原清單ID：KCAT100-033
第二輪,KCAT-NOLITTER-026,健康工具,C｜先觀望,weak,小米電子嬰兒/寵物秤替代款,샤오미 반려동물 체중계 고양이,Xiaomi,體重計,Coupang / Naver Shopping / 小米通路,"約29,000–79,000 KRW",台灣可買小米/同類,可兼作貓秤，韓國促銷時值得,非貓專用要看托盤尺寸；保固區域,可攜回候選：非食品、非動物來源、非植物材料；仍需遵守航空/海關規定,https://search.naver.com/search.naver?where=nexearch&query=%EC%83%A4%EC%98%A4%EB%AF%B8%20%EB%B0%98%EB%A0%A4%EB%8F%99%EB%AC%BC%20%EC%B2%B4%EC%A4%91%EA%B3%84%20%EA%B3%A0%EC%96%91%EC%9D%B4,https://www.google.com/search?q=%E5%B0%8F%E7%B1%B3%20%E5%AF%B5%E7%89%A9%20%E9%AB%94%E9%87%8D%E8%A8%88%20%E5%8F%B0%E7%81%A3,原清單ID：KCAT100-034
第二輪,KCAT-NOLITTER-027,健康工具,B｜可順手買,medium,寵物藥錠切割器/磨藥器,고양이 알약 커터,Generic / Korean pet shops,藥錠切割器,Coupang / Naver Shopping / 藥局/寵物店,"約3,000–12,000 KRW",台灣藥局/電商常見,不含藥品，餵藥家庭備用,刀片利器託運；劑量需獸醫指示,可攜回；勿連藥品一起帶,https://search.naver.com/search.naver?where=nexearch&query=%EA%B3%A0%EC%96%91%EC%9D%B4%20%EC%95%8C%EC%95%BD%20%EC%BB%A4%ED%84%B0,https://www.google.com/search?q=%E8%B2%93%20%E8%97%A5%E9%8C%A0%E5%88%87%E5%89%B2%E5%99%A8%20%E5%8F%B0%E7%81%A3,原清單ID：KCAT100-035
第二輪,KCAT-NOLITTER-028,監控,C｜先觀望,weak,Eufy Pet Camera D605 貓狗看護攝影機,유피 펫카메라 고양이,Eufy / Anker,寵物攝影機,Coupang / Naver Shopping / 電子通路,"約169,000–299,000 KRW",台灣有 Anker/Eufy 部分品項,出門看貓與語音互動；韓國特價可比,插頭/電壓、APP區域、隱私、保固,可攜回電子品；若有投食功能勿裝食物過海關,https://search.naver.com/search.naver?where=nexearch&query=%EC%9C%A0%ED%94%BC%20%ED%8E%AB%EC%B9%B4%EB%A9%94%EB%9D%BC%20%EA%B3%A0%EC%96%91%EC%9D%B4,https://www.google.com/search?q=Eufy%20Pet%20Camera%20%E5%8F%B0%E7%81%A3,原清單ID：KCAT100-036
第二輪,KCAT-NOLITTER-029,抓板,B｜可順手買,weak,Garigari Wall 貓用直立抓板,가리가리 월 고양이 스크래쳐,Garigari,直立紙抓板,Coupang / Naver Shopping / Pet Friends,"約20,000–45,000 KRW",台灣有平輸/同類,直立抓板可滿足站立伸展，非食品好帶,紙材怕潮；確認不含貓草包,可攜回候選：非食品、非動物來源、非植物材料；仍需遵守航空/海關規定,https://search.naver.com/search.naver?where=nexearch&query=%EA%B0%80%EB%A6%AC%EA%B0%80%EB%A6%AC%20%EC%9B%94%20%EA%B3%A0%EC%96%91%EC%9D%B4%20%EC%8A%A4%ED%81%AC%EB%9E%98%EC%B3%90,https://www.google.com/search?q=%E5%8A%A0%E9%87%8C%E5%8A%A0%E9%87%8C%20%E8%B2%93%20%E6%8A%93%E6%9D%BF%20%E5%8F%B0%E7%81%A3,原清單ID：KCAT100-037
第二輪,KCAT-NOLITTER-030,抓板,B｜可順手買,weak,Garigari Sofa 貓抓板沙發,가리가리 소파 고양이 스크래쳐,Garigari,沙發型紙抓板,Coupang / Naver Shopping,"約18,000–40,000 KRW",台灣有平輸/同類,可抓可躺，行李可壓平包裝時適合,紙屑、潮濕發霉；不適合吃紙貓,可攜回候選：非食品、非動物來源、非植物材料；仍需遵守航空/海關規定,https://search.naver.com/search.naver?where=nexearch&query=%EA%B0%80%EB%A6%AC%EA%B0%80%EB%A6%AC%20%EC%86%8C%ED%8C%8C%20%EA%B3%A0%EC%96%91%EC%9D%B4,https://www.google.com/search?q=Garigari%20sofa%20%E8%B2%93%20%E5%8F%B0%E7%81%A3,原清單ID：KCAT100-038
第二輪,KCAT-NOLITTER-031,抓板,B｜可順手買,weak,Pidan 波浪瓦楞貓抓板,pidan 고양이 스크래쳐,pidan,瓦楞紙抓板,Coupang / Naver Shopping,"約15,000–45,000 KRW",台灣有平輸,設計感強，非食品；可作送禮,紙材潮濕與紙屑；確認不附貓草,可攜回候選：非食品、非動物來源、非植物材料；仍需遵守航空/海關規定,https://search.naver.com/search.naver?where=nexearch&query=pidan%20%EA%B3%A0%EC%96%91%EC%9D%B4%20%EC%8A%A4%ED%81%AC%EB%9E%98%EC%B3%90%20-%EC%BA%A3%EB%8B%A2,https://www.google.com/search?q=pidan%20%E8%B2%93%20%E6%8A%93%E6%9D%BF%20%E5%8F%B0%E7%81%A3,原清單ID：KCAT100-039
第二輪,KCAT-NOLITTER-032,玩具,B｜可順手買,medium,Catit Senses 2.0 Circuit 軌道球玩具,캣잇 센스 2.0 서킷 고양이 장난감,Catit,軌道球玩具,Coupang / Naver Shopping / Pet Friends,"約18,000–35,000 KRW",台灣有進口,不含食物/植物，互動球道可長期使用,塑膠件需定期清潔；球可能噪音,可攜回候選：非食品、非動物來源、非植物材料；仍需遵守航空/海關規定,https://search.naver.com/search.naver?where=nexearch&query=%EC%BA%A3%EC%9E%87%20%EC%84%BC%EC%8A%A4%202.0%20%EC%84%9C%ED%82%B7%20%EA%B3%A0%EC%96%91%EC%9D%B4,https://www.google.com/search?q=Catit%20Senses%202.0%20Circuit%20%E5%8F%B0%E7%81%A3,原清單ID：KCAT100-040
第二輪,KCAT-NOLITTER-033,玩具,B｜可順手買,medium,Petstages Tower of Tracks 三層軌道球,펫스테이지 타워오브트랙 고양이 장난감,Petstages,軌道球玩具,Coupang / Naver Shopping,"約15,000–30,000 KRW",台灣有進口,非植物非食物，耐玩度高，適合多貓,塑膠件破損需丟；小球不可拆吞,可攜回候選：非食品、非動物來源、非植物材料；仍需遵守航空/海關規定,https://search.naver.com/search.naver?where=nexearch&query=%ED%8E%AB%EC%8A%A4%ED%85%8C%EC%9D%B4%EC%A7%80%20%ED%83%80%EC%9B%8C%EC%98%A4%EB%B8%8C%ED%8A%B8%EB%9E%99%20%EA%B3%A0%EC%96%91%EC%9D%B4,https://www.google.com/search?q=Petstages%20Tower%20of%20Tracks%20%E5%8F%B0%E7%81%A3,原清單ID：KCAT100-041
第二輪,KCAT-NOLITTER-034,玩具,A｜優先買,medium,Cat Dancer Rainbow Cat Charmer 彩帶逗貓棒,캣댄서 레인보우 캣차머,Cat Dancer,彩帶逗貓棒,Coupang / Naver Shopping,"約8,000–18,000 KRW",台灣有平輸,輕、小、非植物，適合旅購補貨,使用後收起；長繩有纏繞風險,可攜回候選：非食品、非動物來源、非植物材料；仍需遵守航空/海關規定,https://search.naver.com/search.naver?where=nexearch&query=%EC%BA%A3%EB%8C%84%EC%84%9C%20%EB%A0%88%EC%9D%B8%EB%B3%B4%EC%9A%B0%20%EC%BA%A3%EC%B0%A8%EB%A8%B8,https://www.google.com/search?q=Cat%20Dancer%20Cat%20Charmer%20%E5%8F%B0%E7%81%A3,原清單ID：KCAT100-042
第二輪,KCAT-NOLITTER-035,玩具,A｜優先買,medium,Cat Dancer Original 鋼線紙卷逗貓棒,캣댄서 오리지널 고양이 장난감,Cat Dancer,鋼線逗貓玩具,Coupang / Naver Shopping,"約5,000–12,000 KRW",台灣有平輸,小件輕便，非食物非植物,鋼線尾端需看顧；不用時收起,可攜回候選：非食品、非動物來源、非植物材料；仍需遵守航空/海關規定,https://search.naver.com/search.naver?where=nexearch&query=%EC%BA%A3%EB%8C%84%EC%84%9C%20%EC%98%A4%EB%A6%AC%EC%A7%80%EB%84%90%20%EA%B3%A0%EC%96%91%EC%9D%B4,https://www.google.com/search?q=Cat%20Dancer%20Original%20%E5%8F%B0%E7%81%A3,原清單ID：KCAT100-043
第二輪,KCAT-NOLITTER-036,貓床/窩,B｜可順手買,weak,Dingdongpet 窗邊吸盤貓吊床,딩동펫 고양이 창문 해먹,Dingdongpet,窗邊吊床,Coupang / Naver Shopping,"約15,000–35,000 KRW",台灣有同類品,非食品，窗邊曬太陽貓適用,吸盤承重、玻璃清潔、掉落風險,可攜回候選：非食品、非動物來源、非植物材料；仍需遵守航空/海關規定,https://search.naver.com/search.naver?where=nexearch&query=%EB%94%A9%EB%8F%99%ED%8E%AB%20%EA%B3%A0%EC%96%91%EC%9D%B4%20%EC%B0%BD%EB%AC%B8%20%ED%95%B4%EB%A8%B9,https://www.google.com/search?q=%E8%B2%93%20%E7%AA%97%E9%82%8A%20%E5%90%8A%E5%BA%8A%20%E5%8F%B0%E7%81%A3,原清單ID：KCAT100-044
第二輪,KCAT-NOLITTER-037,貓床/窩,B｜可順手買,weak,Petmate Aspen Pet 自暖貓床,아스펜펫 셀프워밍 고양이 침대,Aspen Pet / Petmate,自暖墊/貓床,Coupang / Naver Shopping,"約20,000–50,000 KRW",台灣有類似,非電熱、非食品；冬天或冷氣房實用,確認不是電熱款；布品需清洗除味,可攜回候選：非食品、非動物來源、非植物材料；仍需遵守航空/海關規定,https://search.naver.com/search.naver?where=nexearch&query=%EC%95%84%EC%8A%A4%ED%8E%9C%ED%8E%AB%20%EC%85%80%ED%94%84%EC%9B%8C%EB%B0%8D%20%EA%B3%A0%EC%96%91%EC%9D%B4%20%EC%B9%A8%EB%8C%80,https://www.google.com/search?q=self%20warming%20cat%20bed%20%E5%8F%B0%E7%81%A3,原清單ID：KCAT100-045
